id,created_at,updated_at,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
1024,02:02.2,08:49.5,9,106,,,73,2,2,27,,01/11/1971,0.108,,1,1,0.5,Horowitz spreadsheet,4,0.0023,12,15,15
1025,02:02.3,08:50.3,9,107,,,73,2,2,28,,01/04/1972,0.2,,1,1,1,Horowitz spreadsheet,8,0.0035,16,5,5
1026,02:02.3,08:51.1,9,108,,,74,2,2,29,,01/04/1974,2,,1,1,0.8,Horowitz spreadsheet,8,0.006,20,5,5
1444,02:19.2,09:11.7,26,160,,,,2,2,60,,01/07/1976,2.5,,1,1,0.8,Horowitz spreadsheet,8,0.0085,18,5,5
1027,02:02.4,02:02.4,9,109,,,55,2,2,,,01/06/1978,5,,1,1,1.7,Horowitz spreadsheet,16,0.029,33,5,5
1028,02:02.4,02:02.4,9,109,,,55,2,2,,,01/07/1978,8,,1,1,1.8,Horowitz spreadsheet,,,33,5,5
1029,02:02.4,02:02.4,9,109,,,55,2,2,,,01/08/1978,10,,1,1,1.8,Horowitz spreadsheet,,,33,5,5
1030,02:02.5,08:51.9,9,110,,,55,2,2,30,,01/06/1979,8,,1,1,1.8,Horowitz spreadsheet,8,0.029,33,5,5
1382,02:16.6,02:16.6,10,135,65,,79,2,2,,,01/09/1979,14,,1,1,,Horowitz spreadsheet,16,0.068,44,5,5
1031,02:02.5,08:52.6,9,111,,,56,2,2,31,,01/02/1982,6,,1,1,3.3,Horowitz spreadsheet,16,0.134,47,5,5
1032,02:02.5,08:52.6,9,111,,,56,2,2,31,,01/03/1982,10,,1,1,3.3,Horowitz spreadsheet,,,47,5,5
1033,02:02.6,08:52.6,9,111,,,56,2,2,31,,01/04/1982,12,,1,1,3.3,Horowitz spreadsheet,,,47,5,5
1383,02:16.6,02:16.6,10,136,66,,79,2,2,,,01/06/1983,14,,1,1,1.5,Horowitz spreadsheet,16,0.068,44,5,5
1384,02:16.7,09:10.1,10,137,67,,78,125,2,57,,01/04/1984,25,,1,1,0.72,Horowitz spreadsheet,32,0.19,85,5,5
1034,02:02.6,08:53.3,9,112,55,,56,2,2,32,,01/10/1985,16,,1,1,1.7,Horowitz spreadsheet,32,0.275,103,5,5
1358,02:15.5,09:08.4,17,124,59,,106,2,2,54,,01/01/1986,16,,1,1,3,Horowitz spreadsheet,32,0.11,80,5,5
1035,02:02.6,08:53.3,9,112,55,,57,2,2,32,,01/02/1987,20,,1,1,1.3,Horowitz spreadsheet,,,46,5,5
1385,02:16.7,02:16.7,10,138,68,,77,125,2,,,01/06/1987,50,,1,1,,Horowitz spreadsheet,32,0.27,102,5,5
1036,02:02.7,08:53.4,9,112,55,,57,2,2,32,,01/04/1988,25,,1,1,1.6,Horowitz spreadsheet,,,46,5,5
1359,02:15.6,02:15.6,17,125,60,,86,2,2,,,01/06/1988,40,,1,1,4,Horowitz spreadsheet,32,0.12,56,5,5
1037,02:02.7,08:53.4,9,112,55,,57,2,2,32,,01/04/1989,33,,1,1,2,Horowitz spreadsheet,,,46,5,5
1038,02:02.7,08:54.1,9,113,56,,57,31,2,33,,01/04/1989,25,,1,1,4.5,Horowitz spreadsheet and user corrections,32,1.2,173,5,5
1039,02:02.8,08:54.1,9,113,56,,57,31,2,33,,01/05/1990,33,,1,1,3.5,Horowitz spreadsheet,32,1.2,173,5,5
823,01:53.4,01:53.4,2,46,78,,13,2,2,,CY7C601,01/06/1990,40,,1,1,3,Horowitz spreadsheet,32,0.08,64,5,5
1386,02:16.8,02:16.8,10,139,69,,76,83,2,,,01/01/1991,33,,1,1,6,Horowitz spreadsheet,32,1.2,164,5,5
1040,02:02.8,08:54.1,9,113,56,,58,31,2,33,,01/06/1991,50,,1,1,4,Horowitz spreadsheet,,,76,5,5
1402,02:17.5,02:17.5,19,148,,167,93,127,2,,,01/06/1991,50,,1,1,4,Horowitz spreadsheet,32,0.8,225,5,5
825,01:53.5,01:53.5,21,48,,,94,43,2,,,01/01/1992,33,,1,1,,Horowitz spreadsheet,32,0.6,108,5,5
1360,02:15.6,09:08.9,17,126,61,,85,47,2,55,,01/06/1992,100,,1,1,15,Horowitz spreadsheet,64,1.1,213,5,5
1403,02:17.6,02:17.6,19,149,71,168,92,128,2,,,01/06/1992,40,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00490.html,32,3.1,256,5,5
1404,02:17.6,02:17.6,19,149,71,168,92,128,3,,,01/06/1992,50,,1,1,,http://performance.netlib.org/performance/html/spec.sun1051.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 10 Model 51 50Mhz SuperSPARC},32,3.1,256,5,5
1405,02:17.7,02:17.7,19,149,71,168,92,128,3,,,01/06/1992,60,,1,1,14.2,http://performance.netlib.org/performance/html/spec.sun2061b.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 61 60Mhz SuperSPARC},32,3.1,256,5,5
1041,02:02.9,08:54.8,9,114,,,54,31,2,34,,01/08/1992,66,,1,1,5.8,Horowitz spreadsheet,,,76,5,5
830,01:53.9,08:38.3,3,52,8,110,14,47,5,7,,01/10/1992,100,,1,1,30,http://www.spec.org/cpu95/results/res9509/p019.html,64,1.68,234,3.3,3.3
831,01:54.0,08:38.3,3,52,8,110,14,47,4,7,,01/10/1992,125,,1,1,30,http://performance.netlib.org/performance/html/spec.dec300lx.cint92.6_94.notes.html#{Digital Equipment Corporation DEC 3000 Model 300LX 125MHz 21064},64,1.68,234,3.3,3.3
832,01:54.0,08:38.3,3,52,8,110,14,47,5,7,,01/10/1992,150,,1,1,30,http://www.spec.org/cpu95/results/res9509/p015.html,64,1.68,234,3.3,3.3
833,01:54.1,08:38.3,3,52,8,110,14,47,2,7,,01/10/1992,166,,1,1,30,http://www.spec.org/cpu95/results/res9509/p020.html,64,1.68,234,3.3,3.3
834,01:54.1,08:38.3,3,52,8,110,14,47,4,7,,01/10/1992,175,,1,1,30,http://performance.netlib.org/performance/html/spec.dec300x.cint92.6_94.notes.html#{Digital Equipment Corporation DEC 3000 Model 300X 175MHz 21064},64,1.68,234,3.3,3.3
835,01:54.1,08:38.4,3,52,8,110,14,47,3,7,,01/10/1992,190,,1,1,30,http://performance.netlib.org/performance/html/spec.dec42003.cint92.12_94.notes.html#{Digital Equipment Corporation AlphaServer 2100 4/200 190Mhz 21064},64,1.68,234,3.3,3.3
836,01:54.2,08:38.4,3,52,8,110,14,47,2,7,,01/10/1992,200,,1,1,30,Horowitz spreadsheet,64,1.68,234,3.3,3.3
1364,02:15.7,02:15.7,17,127,,,84,48,7,,R4400SC,01/11/1992,100,,1,1,15,http://performance.netlib.org/performance/html/spec.sni4330.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 330/340 50/100Mhz R4400SC},64,2.3,186,3.3,3.3
1365,02:15.8,02:15.8,17,127,,,84,48,7,,R4400SC,01/11/1992,150,,1,1,15,http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250Mhz R4400MC},64,2.3,186,3.3,3.3
1366,02:15.8,02:15.8,17,127,,,84,48,3,,R4400SC,01/11/1992,175,,1,1,15,http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250Mhz R4400MC},64,2.3,186,3.3,3.3
1367,02:15.8,02:15.8,17,127,,,84,48,3,,R4400SC,01/11/1992,200,,1,1,15,http://performance.netlib.org/performance/html/spec.sgiind1.cint92.12_94.notes.html#{Silicon Graphics Indigo2 Extreme 200Mhz MIPS R4400SC},64,2.3,186,3.3,3.3
824,01:53.5,01:53.5,21,47,,,94,31,2,,,01/01/1993,100,,1,1,,Horowitz spreadsheet,32,1.1,196,5,5
684,01:47.8,01:47.8,1,27,,65,9,31,2,,Am486,01/03/1993,40,,1,1,3,Horowitz spreadsheet,32,0.93,89,5,5
1172,02:08.1,08:57.1,9,14,49,154,54,47,4,38,,01/03/1993,60,,1,1,13,http://performance.netlib.org/performance/html/spec.sni5t60.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme PCD-5T 6060 Mhz Pentium},32,3.2,294,5,5
1173,02:08.2,08:57.1,9,14,49,154,54,47,4,38,,01/03/1993,66,,1,1,13,Horowitz spreadsheet,32,3.2,294,5,5
993,02:01.0,08:45.2,7,96,22,,44,84,2,19,,01/04/1993,66,,1,1,6.5,Horowitz spreadsheet,32,2.8,121,3.6,3.6
994,02:01.1,08:45.2,7,96,22,,44,84,5,19,,01/04/1993,75,,1,1,6.5,http://performance.netlib.org/performance/html/spec.bullm101.cint92.9_95.notes.html#{BULL S.A. ESCALA 75Mhz PowerPC 601},32,2.8,121,3.6,3.6
1394,02:17.1,02:17.1,25,143,,166,12,126,4,,,01/06/1993,72,,1,1,,Horowitz spreadsheet,32,1.5,135,5,5
1368,02:15.9,02:15.9,17,128,62,161,51,48,2,,R4600PC,01/08/1993,100,,1,1,,http://performance.netlib.org/performance/html/spec.sn200120.cint92.9_94.notes.html#{Siemens Nixdorf Informationssysteme RM200 Model 120/125 50/100 MHz R4600},,,,5,5
990,02:00.9,08:46.1,7,93,,,45,47,2,21,,01/09/1993,80,,1,1,2.2,Horowitz spreadsheet,32,1.6,83,3.3,3.3
1042,02:03.0,08:55.4,9,115,,,53,44,2,35,,01/03/1994,100,,1,1,4.1,Horowitz spreadsheet,,1.6,87,3.3,3.3
1369,02:15.9,02:15.9,17,128,62,161,51,48,2,,R4600PC,01/03/1994,133,,1,1,,http://www.spec.org/cpu95/results/res9509/p037.html,,,,5,5
1371,02:16.0,02:16.0,17,128,62,161,51,48,5,,R4600SC,01/03/1994,133,,1,1,,http://performance.netlib.org/performance/html/spec.sg46133.cint92.3_95.notes.html#{Silicon Graphics Indigo2 133Mhz R4600SC},,,,5,5
1390,02:16.9,02:16.9,24,142,,,45,48,2,,,01/03/1994,93,,1,1,9,Horowitz spreadsheet,32,3.5,165,4,4
1387,02:16.8,02:16.8,10,140,70,,75,47,2,,,01/04/1994,66,,1,1,,Horowitz spreadsheet,32,2.4,198,3.3,3.3
1362,02:15.7,02:15.7,17,127,,,105,48,7,,R4400MC,01/05/1994,200,,1,1,,http://performance.netlib.org/performance/html/spec.sn4630.cint92.3_95.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 630 100/200MHz R4400MC},64,2.3,134,3.3,3.3
837,01:54.2,08:39.0,3,53,,111,16,48,1,8,,01/06/1994,225,,1,1,33,http://www.spec.org/cpu95/results/res9509/p016.html,64,2.85,164,3.3,3.3
838,01:54.3,08:39.0,3,53,,111,16,48,5,8,,01/06/1994,233,,1,1,33,http://www.spec.org/cpu95/results/res9509/p021.html,64,2.85,164,3.3,3.3
839,01:54.3,08:39.0,3,53,,111,16,48,1,8,,01/06/1994,266,,1,1,33,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00293.html,64,2.85,164,3.3,3.3
840,01:54.3,08:39.0,3,53,,111,16,48,1,8,,01/06/1994,275,,1,1,33,http://www.spec.org/cpu95/results/res9509/p017.html,64,2.85,164,3.3,3.3
841,01:54.4,08:39.0,3,53,,111,16,48,2,8,,01/06/1994,300,,1,1,33,Horowitz spreadsheet,64,2.85,164,3.3,3.3
883,01:56.3,01:56.3,4,63,,123,19,38,2,,,01/06/1994,60,,1,1,,http://performance.netlib.org/performance/html/spec.sun60mcr.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation Voyager 60Mhz microSPARC II},32,2.3,233,3.3,3.3
884,01:56.3,01:56.3,4,63,,123,19,38,2,,,01/06/1994,70,,1,1,,http://performance.netlib.org/performance/html/spec.sun60mcr.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation Voyager 60Mhz microSPARC II},32,2.3,233,3.3,3.3
885,01:56.3,01:56.3,4,63,,123,19,38,2,,,01/06/1994,85,,1,1,,Horowitz spreadsheet,32,2.3,233,3.3,3.3
917,01:57.7,08:41.0,5,70,,,28,61,5,12,,01/06/1994,120,,1,1,17,http://www.openpa.net/pa-risc_processor_hitachi-harp-1.html,32,2.8,267,3.3,3.3
1370,02:16.0,02:16.0,17,128,62,161,51,48,2,,R4600PC,01/06/1994,150,,1,1,3,Horowitz spreadsheet,64,1.9,77,5,5
1391,02:17.0,02:17.0,25,143,,164,19,126,4,,,01/06/1994,100,,1,1,,http://performance.netlib.org/performance/html/spec.sunsparc.cint92.12_94.notes.html#{Sun Microsystems Inc. SPARCstation 20 Model HS II 100Mhz Hyper SPARC},32,1.5,327,3.3,3.3
1392,02:17.0,02:17.0,25,143,,164,19,126,4,,,01/06/1994,125,,1,1,,http://performance.netlib.org/performance/html/spec.sunh21_1.cint92.6_95.notes.html#{Sun Microsystems; Inc. SPARCstation/server 20 Model HS21 125MHz HyperSPARC},32,1.5,327,3.3,3.3
1376,02:16.2,09:09.4,17,130,64,,107,48,2,56,R8000,07/06/1994,75,,1,1,13,Horowitz spreadsheet,64,2.6,300,3.3,3.3
1377,02:16.2,09:09.4,17,130,64,,107,48,2,56,R8010,07/06/1994,75,,1,1,13,Horowitz spreadsheet,64,2.6,300,3.3,3.3
1165,02:07.8,02:07.8,9,14,49,,53,47,3,,,01/07/1994,100,,1,1,3.9,http://ark.intel.com/products/49954/Intel-Pentium-Processor-100-MHz-50-MHz-FSB,,,148,3.135,3.6
845,01:54.6,08:39.4,3,55,9,113,16,49,27,9,,07/09/1994,250,,1,1,46,http://www.spec.org/cpu95/results/res9509/p018.html,64,9.3,299,3.3,3.3
846,01:54.6,08:39.4,3,55,9,113,16,49,28,9,,07/09/1994,266,,1,1,46,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01016.html,64,9.3,299,3.3,3.3
847,01:54.7,08:39.4,3,55,9,113,16,49,27,9,,07/09/1994,291,,1,1,51,http://www.spec.org/cpu95/results/res9512/p020.html,64,9.3,299,3.3,3.3
848,01:54.7,08:39.4,3,55,9,113,16,49,2,9,,07/09/1994,300,,1,1,51,Horowitz spreadsheet,64,9.3,299,3.3,3.3
849,01:54.7,08:39.4,3,55,9,113,16,49,28,9,,07/09/1994,333,,1,1,56,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00914.html,64,9.3,299,3.3,3.3
850,01:54.7,08:39.5,3,55,9,113,16,49,27,9,,07/09/1994,350,,1,1,56,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00217.html,64,9.3,299,3.3,3.3
1002,02:01.4,08:47.6,7,100,25,,40,48,2,24,,01/12/1994,100,,1,1,14,Horowitz spreadsheet,32,3.6,196,2.5,2.5
989,02:00.8,08:45.6,7,92,23,,45,83,2,20,,01/02/1995,66,,1,1,1.2,Horowitz spreadsheet,32,1,50,3.3,3.3
997,02:01.2,08:46.1,7,93,,,45,47,4,21,,01/02/1995,66,,1,1,3,http://performance.netlib.org/performance/html/spec.mo603662.cint92.3_95.notes.html#{Motorola; Inc. PowerStack 603 Series E 66MHz 603 Power PC},32,1.6,85,3.3,3.3
1166,02:07.8,02:07.8,9,14,49,,53,47,3,,,01/03/1995,120,,1,1,5.1,http://ark.intel.com/products/49956/Intel-Pentium-Processor-120-MHz-60-MHz-FSB,,,91,3.4,3.6
826,01:53.6,01:53.6,21,49,,,94,44,2,,,01/06/1995,120,,1,1,3,Horowitz spreadsheet,32,2,144,3.3,3.3
882,01:56.2,01:56.2,4,63,,123,20,38,2,,,01/06/1995,110,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00489.html,,,233,3.3,3.3
996,02:01.2,02:01.2,7,97,,,45,84,2,,,01/06/1995,120,,1,1,5.6,Horowitz spreadsheet,32,2.8,121,3.3,3.3
1167,02:07.9,02:07.9,9,14,49,,69,47,3,,,01/06/1995,133,,1,1,4.3,http://ark.intel.com/products/49963/Intel-Pentium-Processor-with-MMX-Technology-133-MHz-66-MHz-FSB,,3.3,83,2.285,2.665
1406,02:17.7,02:17.7,19,150,72,169,92,128,3,,,01/06/1995,75,,1,1,,http://www.spec.org/cpu95/results/res9509/p039.html,32,3.1,299,3.3,3.3
1407,02:17.8,02:17.8,19,150,72,169,92,128,2,,,01/06/1995,90,,1,1,16,Horowitz spreadsheet,32,3.1,299,3.3,3.3
991,02:00.9,08:48.1,7,94,,,45,39,2,25,,01/07/1995,133,,1,1,30,Horowitz spreadsheet,64,7,311,3.3,3.3
1361,02:15.7,02:15.7,17,127,,,83,48,7,,R4400MC,01/07/1995,240,,1,1,,http://www.spec.org/cpu95/results/res96q3/cpu95-960624-00970.html,64,2.3,108,3.3,3.3
1363,02:15.7,02:15.7,17,127,,,83,48,7,,R4400MC,01/07/1995,250,,1,1,,http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250Mhz R4400MC},64,2.3,108,3.3,3.3
1393,02:17.1,02:17.1,25,143,,165,20,126,5,,,01/08/1995,150,,1,1,,Horowitz spreadsheet,32,1.5,,3.3,3.3
842,01:54.4,01:54.4,3,54,,112,,47,3,,,01/09/1995,231,,1,1,23,http://performance.netlib.org/performance/html/spec.dvme230i.cint92.12_95.notes.html#{Digital Equipment Corporation Digital AXPvme230 231Mhz 21066A},64,1.8,161,3.3,3.3
843,01:54.5,01:54.5,3,54,,112,,47,3,,,01/09/1995,233,,1,1,23,http://performance.netlib.org/performance/html/spec.dpci33i.cint92.12_95.notes.html#{Digital Equipment Corporation Digital AXPpci33 233Mhz 21066A},64,1.8,161,3.3,3.3
844,01:54.5,01:54.5,3,54,,112,,47,5,,,01/09/1995,99,,1,1,23,http://performance.netlib.org/performance/html/spec.dvme100i.cint92.12_95.notes.html#{Digital Equipment Corporation Digital AXPvme100 99Mhz 21066A},64,1.8,161,3.3,3.3
851,01:54.8,08:40.0,3,56,,114,17,49,28,10,,01/10/1995,352,,1,1,31,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02548.html,64,9.66,209,2.5,2.5
852,01:54.8,08:40.0,3,56,,114,17,49,20,10,,01/10/1995,374,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01337.html,64,9.66,209,2.5,2.5
853,01:54.9,08:40.0,3,56,,114,17,49,27,10,,01/10/1995,400,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01305.html,64,9.66,209,2.5,2.5
854,01:55.0,08:40.0,3,56,,114,17,49,28,10,,01/10/1995,433,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01815.html,64,9.66,209,2.5,2.5
855,01:55.0,08:40.0,3,56,,114,17,49,27,10,,01/10/1995,437,,1,1,,http://www.spec.org/cpu95/results/res96q3/cpu95-960805-01150.html,64,9.66,209,2.5,2.5
856,01:55.0,08:40.0,3,56,,114,17,49,27,10,,01/10/1995,466,,1,1,,http://www.spec.org/cpu95/results/res97q1/cpu95-970207-01661.html,64,9.66,209,2.5,2.5
857,01:55.1,08:40.0,3,56,,114,17,49,28,10,,01/10/1995,480,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02551.html,64,9.66,209,2.5,2.5
858,01:55.1,08:40.1,3,56,,114,17,49,20,10,,01/10/1995,500,,1,1,,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00005.html,64,9.66,209,2.5,2.5
859,01:55.1,08:40.1,3,56,,114,17,49,27,10,,01/10/1995,533,,1,1,,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00015.html,64,9.66,209,2.5,2.5
860,01:55.2,08:40.1,3,56,,114,17,49,20,10,,01/10/1995,600,,1,1,,http://www.spec.org/cpu95/results/res97q4/cpu95-971013-02186.html,64,9.66,209,2.5,2.5
861,01:55.2,08:40.1,3,56,,114,17,49,27,10,,01/10/1995,612,,1,1,55,http://www.spec.org/cpu95/results/res97q4/cpu95-971010-02162.html,64,9.66,209,2.5,2.5
862,01:55.3,08:40.1,3,56,,114,17,49,27,10,,01/10/1995,767,,1,1,,http://www.spec.org/cpu95/results/res98q3/cpu95-980701-02840.html,64,9.66,209,2.5,2.5
913,01:57.5,01:57.5,22,68,,,20,55,2,,,01/10/1995,101,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00808.html,,,,,
914,01:57.6,01:57.6,22,68,,,20,55,2,,,01/10/1995,118,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00806.html,,,,,
998,02:01.2,08:46.6,7,98,24,,45,48,2,22,,01/10/1995,100,,1,1,3.5,Horowitz spreadsheet,32,2.6,98,3.3,3.3
1241,02:10.8,02:10.8,9,122,,53,69,109,2,,,01/11/1995,200,,1,1,37.9,http://ark.intel.com/products/49953/Intel-Pentium-Pro-Processor-200-MHz-512K-Cache-66-MHz-FSB,,,,,3.3
1408,02:17.8,09:11.0,19,151,73,170,97,48,5,59,,01/11/1995,143,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961108-01465.html,64,5.2,315,3.3,3.3
1409,02:17.8,09:11.0,19,151,73,170,97,48,5,59,,01/11/1995,167,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960606-00850.html,64,5.2,315,3.3,3.3
1410,02:17.9,09:11.0,19,151,73,170,97,48,5,59,,01/11/1995,200,,1,1,,http://www.spec.org/cpu95/results/res96q3/cpu95-960822-01175.html,64,5.2,315,3.3,3.3
1411,02:17.9,09:11.0,19,151,73,170,97,48,3,59,,01/11/1995,248,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01989.html,64,5.2,315,3.3,3.3
1412,02:17.9,09:11.0,19,151,73,170,97,48,1,59,,01/11/1995,296,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01999.html,64,5.2,315,3.3,3.3
939,01:58.7,08:42.6,6,77,13,130,31,2,68,15,,02/11/1995,160,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00858.html,64,,,,
940,01:58.7,08:42.6,6,77,13,130,31,2,64,15,,02/11/1995,180,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00854.html,64,,,,
1353,02:15.3,09:07.5,17,123,57,160,83,39,1,53,,01/01/1996,180,,1,1,,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01619.html,64,6.8,298,3.3,3.3
1354,02:15.3,09:07.5,17,123,57,160,83,39,3,53,,01/01/1996,195,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01320.html,64,6.8,298,3.3,3.3
1355,02:15.4,09:07.6,17,123,57,160,83,39,3,53,,01/01/1996,196,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980206-02411.html,64,6.8,298,3.3,3.3
1356,02:15.5,09:07.6,17,123,57,160,83,39,7,53,,01/01/1996,200,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961028-01408.html,64,6.8,298,3.3,3.3
1357,02:15.5,09:07.6,17,123,57,160,83,39,3,53,,01/01/1996,250,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980206-02410.html,64,6.8,298,3.3,3.3
1372,02:16.0,02:16.0,17,129,63,,50,124,2,,,01/01/1996,150,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01322.html,64,3.6,84,3.3,3.3
1373,02:16.1,02:16.1,17,129,63,,50,124,2,,,01/01/1996,180,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01321.html,64,3.6,84,3.3,3.3
1374,02:16.1,02:16.1,17,129,63,,50,39,1,,,01/01/1996,200,,1,1,,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01620.html,64,3.6,84,3.3,3.3
1375,02:16.1,02:16.1,17,129,63,,50,39,1,,,01/01/1996,250,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02403.html,64,3.6,84,3.3,3.3
827,01:53.6,08:37.2,21,50,,107,43,44,2,5,,01/02/1996,120,,1,1,12,http://www.sandpile.org/impl/m1.htm,32,3,210,3.3,3.3
740,01:50.2,08:35.4,1,36,2,82,9,38,2,1,,27/03/1996,75,,1,1,,Horowitz spreadsheet,32,4.3,251,3.52,3.52
741,01:50.3,08:35.4,1,36,2,82,9,38,2,1,,27/03/1996,90,,1,1,11,Horowitz spreadsheet,32,4.3,251,3.52,3.52
1000,02:01.3,08:47.1,7,99,,,41,48,2,23,,01/05/1996,200,,1,1,5.5,Horowitz spreadsheet,32,2.6,80,2.5,2.5
1169,02:08.0,02:08.0,9,14,49,,69,109,2,,,01/06/1996,166,,1,1,13.1,http://ark.intel.com/products/49965/Intel-Pentium-Processor-with-MMX-Technology-166-MHz-66-MHz-FSB,,,83,2.7,2.9
1170,02:08.0,02:08.0,9,14,49,53,66,110,2,,,01/06/1996,200,,1,1,15.7,http://ark.intel.com/products/49966/Intel-Pentium-Processor-with-MMX-Technology-200-MHz-66-MHz-FSB,,,83,2.7,2.9
1006,02:01.5,02:01.5,7,101,,,41,39,5,,,01/07/1996,166,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970428-01831.html,32,5.1,96,2.5,2.5
1007,02:01.6,02:01.6,7,101,,,41,39,1,,,01/07/1996,200,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01953.html,32,5.1,96,2.5,2.5
1008,02:01.6,02:01.6,7,101,,,41,39,7,,,01/07/1996,225,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-02001.html,32,5.1,148,2.5,2.5
1009,02:01.6,02:01.6,7,101,,,41,39,3,,,01/07/1996,233,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01763.html,32,5.1,96,2.5,2.5
1010,02:01.7,02:01.7,7,101,,,41,39,3,,,01/07/1996,250,,1,1,,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000508-00093.html,32,5.1,96,2.5,2.5
912,01:57.5,01:57.5,4,67,,,22,48,5,,,01/09/1996,170,,1,1,9,http://en.wikipedia.org/wiki/TurboSPARC,64,3,132,3.3,3.3
936,01:58.5,08:42.0,6,76,12,,30,52,3,14,,01/09/1996,132,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01444.html,,,,,
937,01:58.6,08:42.0,6,76,12,,30,52,3,14,,01/09/1996,160,,1,1,15,Horowitz spreadsheet,32,9,259,3.3,3.3
938,01:58.6,08:42.0,6,76,12,,30,52,3,14,,01/09/1996,180,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02091.html,32,,,,
962,01:59.7,01:59.7,7,83,,134,46,76,2,,,01/10/1996,77,,1,1,,http://www.spec.org/cpu95/results/res9509/p034.html,32,15,335,,
1236,02:10.6,02:10.6,9,121,49,156,67,48,2,,,01/01/1997,200,,1,1,7.3,Horowitz spreadsheet,,4.5,140,2.8,2.8
863,01:55.3,01:55.3,3,57,,115,16,50,2,,,17/03/1997,533,,1,1,35,http://en.wikipedia.org/wiki/Alpha_21164#Alpha_21164_.28EV56.29,64,3.5,141,3.3,3.3
742,01:50.4,08:35.7,1,37,3,83,8,39,2,2,,01/04/1997,233,,1,1,17,Horowitz spreadsheet,32,8.8,157,3.2,3.3
1001,02:01.3,08:47.1,7,99,,,41,48,2,23,,01/04/1997,300,,1,1,3.5,Horowitz spreadsheet,32,2.6,42,2.5,2.5
828,01:53.7,08:37.8,21,50,,108,41,45,2,6,,01/05/1997,188,,1,1,13,Horowitz spreadsheet,32,6.5,197,2.9,2.9
1208,02:09.5,02:09.5,9,120,50,53,67,110,2,,,01/05/1997,300,,1,1,21.5,http://ark.intel.com/products/49937/Intel-Pentium-II-Processor-300-MHz-512K-Cache-66-MHz-FSB,32,7.5,203,2.8,2
