id,created_at,updated_at,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
1811,02:31.8,02:31.8,9,18,,193,,2,2,,C2530,07/01/2013,1700,2400,1,4,9,http://ark.intel.com/products/77980/Intel-Atom-Processor-C2530-2M-Cache-1_70-GHz,,,,,
1812,02:31.8,02:31.8,9,18,,193,,2,2,,C2550,07/01/2013,2400,2600,1,4,14,http://ark.intel.com/products/77982/Intel-Atom-Processor-C2550-2M-Cache-2_40-GHz,,,,,
1813,02:31.8,02:31.8,9,18,,193,,2,2,,C2730,07/01/2013,1700,2400,1,8,12,http://ark.intel.com/products/77985/Intel-Atom-Processor-C2730-4M-Cache-1_70-GHz,,,,,
1814,02:31.8,02:31.8,9,18,,193,,2,2,,C2750,07/01/2013,2400,2600,1,8,20,http://ark.intel.com/products/77987/Intel-Atom-Processor-C2750-4M-Cache-2_40-GHz,,,,,
1815,02:31.9,02:31.9,9,18,,192,,1,2,,Z3770D,07/01/2013,1500,,1,4,,http://ark.intel.com/products/78415/Intel-Atom-Processor-Z3770D-2M-Cache-up-to-2_41-GHz,,,,,
1816,02:31.9,02:31.9,9,18,,192,,1,2,,Z3740D,07/01/2013,1330,,1,4,,http://ark.intel.com/products/78416/Intel-Atom-Processor-Z3740D-2M-Cache-up-to-1_83-GHz,,,,,
1817,02:31.9,02:31.9,9,14,,64,,2,2,,A1018,07/01/2013,2100,,1,2,35,http://ark.intel.com/products/78429/Intel-Pentium-Processor-A1018-1M-Cache-2_10-GHz,,,,,
1928,02:35.4,02:35.4,9,1,,199,,2,2,,E5-2643 v2,07/01/2013,3500,3800,2,6,130,http://ark.intel.com/products/75268/Intel-Xeon-Processor-E5-2643-v2-25M-Cache-3_50-GHz,,,,,
1929,02:35.4,02:35.4,9,1,,199,,2,2,,E5-2650 v2,07/01/2013,2600,3400,2,8,95,http://ark.intel.com/products/75269/Intel-Xeon-Processor-E5-2650-v2-20M-Cache-2_60-GHz,,,,,
1930,02:35.5,02:35.5,9,1,,199,,2,2,,E5-2650L v2,07/01/2013,1700,2100,2,10,70,http://ark.intel.com/products/75270/Intel-Xeon-Processor-E5-2650L-v2-25M-Cache-1_70-GHz,,,,,
1931,02:35.5,02:35.5,9,1,,199,,2,2,,E5-2660 v2,07/01/2013,2200,3000,2,10,95,http://ark.intel.com/products/75272/Intel-Xeon-Processor-E5-2660-v2-25M-Cache-2_20-GHz,,,,,
1932,02:35.5,02:35.5,9,1,,199,,2,2,,E5-2667 v2,07/01/2013,3300,4000,2,8,130,http://ark.intel.com/products/75273/Intel-Xeon-Processor-E5-2667-v2-25M-Cache-3_30-GHz,,,,,
1933,02:35.5,02:35.5,9,1,,199,,2,2,,E5-2670 v2,07/01/2013,2500,3300,2,10,115,http://ark.intel.com/products/75275/Intel-Xeon-Processor-E5-2670-v2-25M-Cache-2_50-GHz,,,,,
1934,02:35.6,02:35.6,9,1,,199,,2,2,,E5-2690 v2,07/01/2013,3000,3600,2,10,130,http://ark.intel.com/products/75279/Intel-Xeon-Processor-E5-2690-v2-25M-Cache-3_00-GHz,,,,,
1935,02:35.6,02:35.6,9,1,,199,,2,2,,E5-2695 v2,07/01/2013,2400,3200,2,12,115,http://ark.intel.com/products/75281/Intel-Xeon-Processor-E5-2695-v2-30M-Cache-2_40-GHz,,,,,
1936,02:35.7,02:35.7,9,1,,199,,2,2,,E5-2697 v2,07/01/2013,2700,3500,2,12,130,http://ark.intel.com/products/75283/Intel-Xeon-Processor-E5-2697-v2-30M-Cache-2_70-GHz,,,,,
1945,02:36.0,02:36.0,9,1,,199,,2,2,,E5-1620 v2,07/01/2013,3700,3900,2,4,130,http://ark.intel.com/products/75779/Intel-Xeon-Processor-E5-1620-v2-10M-Cache-3_70-GHz,,,,,
1946,02:36.0,02:36.0,9,1,,199,,2,2,,E5-1650 v2,07/01/2013,3500,3900,2,6,130,http://ark.intel.com/products/75780/Intel-Xeon-Processor-E5-1650-v2-12M-Cache-3_50-GHz,,,,,
1947,02:36.0,02:36.0,9,1,,199,,2,2,,E5-1660 v2,07/01/2013,3700,4000,2,6,130,http://ark.intel.com/products/75781/Intel-Xeon-Processor-E5-1660-v2-15M-Cache-3_70-GHz,,,,,
1951,02:36.1,02:36.1,9,1,,199,,2,2,,E5-2620 v2,07/01/2013,2100,2600,2,6,80,http://ark.intel.com/products/75789/Intel-Xeon-Processor-E5-2620-v2-15M-Cache-2_10-GHz,,,,,
1952,02:36.1,02:36.1,9,1,,199,,2,2,,E5-2630L v2,07/01/2013,2400,2800,2,6,60,http://ark.intel.com/products/75791/Intel-Xeon-Processor-E5-2630L-v2-15M-Cache-2_40-GHz,,,,,
1953,02:36.2,02:36.2,9,1,,199,,2,2,,E5-2637 v2,07/01/2013,3500,3800,2,4,130,http://ark.intel.com/products/75792/Intel-Xeon-Processor-E5-2637-v2-15M-Cache-3_50-GHz,,,,,
1959,02:36.3,02:36.3,9,1,,199,,2,2,,E5-2603 v2,07/01/2013,1800,,1,4,80,http://ark.intel.com/products/76157/Intel-Xeon-Processor-E5-2603-v2-10M-Cache-1_80-GHz,,,,,
1960,02:36.4,02:36.4,9,1,,199,,2,2,,E5-2687W v2,07/01/2013,3400,4000,2,8,150,http://ark.intel.com/products/76161/Intel-Xeon-Processor-E5-2687W-v2-25M-Cache-3_40-GHz,,,,,
1970,02:36.7,02:36.7,9,20,,200,,2,2,,i7-4960X,07/01/2013,3600,4000,2,6,130,http://ark.intel.com/products/77779/Intel-Core-i7-4960X-Processor-Extreme-Edition-15M-Cache-up-to-4_00-GHz,,,,,
1971,02:36.7,02:36.7,9,20,,200,,2,2,,i7-4930K,07/01/2013,3400,3900,2,6,130,http://ark.intel.com/products/77780/Intel-Core-i7-4930K-Processor-12M-Cache-up-to-3_90-GHz,,,,,
1972,02:36.8,02:36.8,9,20,,200,,2,2,,i7-4820K,07/01/2013,3700,3900,2,4,130,http://ark.intel.com/products/77781/Intel-Core-i7-4820K-Processor-10M-Cache-up-to-3_90-GHz,,,,,
1973,02:36.8,02:36.8,9,191,,199,,2,2,,E5-1607 v2,07/01/2013,3000,,1,4,130,http://ark.intel.com/products/77785/Intel-Xeon-Processor-E5-1607-v2-10M-Cache-3_00-GHz,,,,,
1974,02:36.8,02:36.8,9,191,,199,,2,2,,E5-1680 v2,07/01/2013,3000,3900,2,8,130,http://ark.intel.com/products/77912/Intel-Xeon-Processor-E5-1680-v2-25M-Cache-3_00-GHz,,,,,
1704,02:28.4,02:28.4,9,22,,182,,2,2,,i5-4200H,10/01/2013,2800,3400,2,2,47,http://ark.intel.com/products/75027/Intel-Core-i5-4200H-Processor-3M-Cache-up-to-3_40-GHz,,,,,
1724,02:29.0,02:29.0,9,24,,182,,2,2,,i3-4000M,10/01/2013,2400,,2,2,37,http://ark.intel.com/products/75104/Intel-Core-i3-4000M-Processor-3M-Cache-2_40-GHz,,,,,
1764,02:30.3,02:30.3,9,20,,191,,2,2,,i7-4960HQ,10/01/2013,2600,3800,2,4,47,http://ark.intel.com/products/76088/Intel-Core-i7-4960HQ-Processor-6M-Cache-up-to-3_80-GHz,,,,,
1772,02:30.5,02:30.5,9,24,,182,,2,2,,i3-4100M,10/01/2013,2500,,2,2,37,http://ark.intel.com/products/76346/Intel-Core-i3-4100M-Processor-3M-Cache-2_50-GHz,,,,,
1773,02:30.6,02:30.6,9,22,,182,,2,2,,i5-4300M,10/01/2013,2600,3300,2,2,37,http://ark.intel.com/products/76347/Intel-Core-i5-4300M-Processor-3M-Cache-up-to-3_30-GHz,,,,,
1774,02:30.6,02:30.6,9,22,,182,,2,2,,i5-4200M,10/01/2013,2500,3100,2,2,37,http://ark.intel.com/products/76348/Intel-Core-i5-4200M-Processor-3M-Cache-up-to-3_10-GHz,,,,,
1775,02:30.6,02:30.6,9,20,,182,,2,2,,i7-4600M,10/01/2013,2900,3600,2,2,37,http://ark.intel.com/products/76349/Intel-Core-i7-4600M-Processor-4M-Cache-up-to-3_60-GHz,,,,,
1792,02:31.2,02:31.2,9,22,,182,,2,2,,i5-4330M,10/01/2013,2800,3500,2,2,37,http://ark.intel.com/products/76750/Intel-Core-i5-4330M-Processor-3M-Cache-up-to-3_50-GHz,,,,,
1799,02:31.4,02:31.4,9,4,,182,,2,2,,2950M,10/01/2013,2000,,1,2,37,http://ark.intel.com/products/77403/Intel-Celeron-Processor-2950M-2M-Cache-2_00-GHz,,,,,
1800,02:31.4,02:31.4,9,14,,182,,2,2,,3550M,10/01/2013,2300,,1,2,37,http://ark.intel.com/products/77404/Intel-Pentium-Processor-3550M-2M-Cache-2_30-GHz,,,,,
1819,02:32.0,02:32.0,9,4,,192,,3,2,,J1800,10/01/2013,2410,,1,2,10,http://ark.intel.com/products/78866/Intel-Celeron-Processor-J1800-1M-Cache-up-to-2_58-GHz,,,,,
1820,02:32.0,02:32.0,9,14,,192,,1,2,,J2900,10/01/2013,2410,,1,4,10,http://ark.intel.com/products/78868/Intel-Pentium-Processor-J2900-2M-Cache-up-to-2_67-GHz,,,,,
1821,02:32.2,02:32.2,9,4,,182,,2,2,,2957U,10/01/2013,1400,,1,2,15,http://ark.intel.com/products/78942/Intel-Celeron-Processor-2957U-2M-Cache-1_40-GHz,,,,,
1822,02:32.2,02:32.2,9,4,,182,,2,2,,2961Y,10/01/2013,1100,,1,2,11.5,http://ark.intel.com/products/78943/Intel-Celeron-Processor-2961Y-2M-Cache-1_10-GHz,,,,,
1823,02:32.2,02:32.2,9,4,,182,,2,2,,2981U,10/01/2013,1600,,1,2,15,http://ark.intel.com/products/78944/Intel-Celeron-Processor-2981U-2M-Cache-1_60-GHz,,,,,
1824,02:32.2,02:32.2,9,14,,182,,2,2,,3558U,10/01/2013,1700,,1,2,15,http://ark.intel.com/products/78945/Intel-Pentium-Processor-3558U-2M-Cache-1_70-GHz,,,,,
1825,02:32.3,02:32.3,9,14,,182,,2,2,,3561Y,10/01/2013,1200,,1,2,11.5,http://ark.intel.com/products/78946/Intel-Pentium-Processor-3561Y-2M-Cache-1_20-GHz,,,,,
1828,02:32.4,02:32.4,9,14,,192,,2,2,,N3520,10/01/2013,2166,,1,4,7.5,http://ark.intel.com/products/79049/Intel-Pentium-Processor-N3520-2M-Cache-up-to-2_42-GHz,,,,,
1829,02:32.4,02:32.4,9,4,,192,,2,2,,N2806,10/01/2013,1600,,1,2,4.5,http://ark.intel.com/products/79050/Intel-Celeron-Processor-N2806-1M-Cache-up-to-2_00-GHz,,,,,
1830,02:32.4,02:32.4,9,4,,192,,2,2,,N2815,10/01/2013,1860,,1,2,7.5,http://ark.intel.com/products/79051/Intel-Celeron-Processor-N2815-1M-Cache-up-to-2_13-GHz,,,,,
1985,02:37.1,02:37.1,9,4,,192,,2,2,,N2820,10/01/2013,2130,,1,2,7.5,http://ark.intel.com/products/79052/Intel-Celeron-Processor-N2820-1M-Cache-up-to-2_39-GHz,,,,,
1989,02:37.2,02:37.2,9,191,,199,,2,2,,E5-2673 v2,10/01/2013,3300,4000,2,8,110,http://ark.intel.com/products/79930/Intel-Xeon-Processor-E5-2673-v2-25M-Cache-3_30-GHz,,,,0.65,1.3
1475,02:20.7,02:20.7,9,1,,,,2,2,,E5-2640 v2,01/09/2013,2000,,,8,95,http://ark.intel.com/products/75267/Intel-Xeon-Processor-E5-2640-v2-20M-Cache-2_00-GHz,,1400,160,0.65,1.3
1826,02:32.3,02:32.3,9,4,,182,,2,2,,G1830,01/01/2014,2800,,1,2,53,http://ark.intel.com/products/78954/Intel-Celeron-Processor-G1830-2M-Cache-2_80-GHz,,,,,
1827,02:32.3,02:32.3,9,4,,182,,2,2,,G1820T,01/01/2014,2400,,1,2,35,http://ark.intel.com/products/78956/Intel-Celeron-Processor-G1820T-2M-Cache-2_40-GHz,,,,,
1896,02:34.4,02:34.4,9,18,,196,,2,2,,Z3480,01/01/2014,21300,,1,2,,http://ark.intel.com/products/70102/Intel-Atom-Processor-Z3480-1M-Cache-up-to-2_13-GHz,,,,,0
1897,02:34.5,02:34.5,9,18,,196,,2,2,,Z3460,01/01/2014,21300,,1,2,,http://ark.intel.com/products/70103/Intel-Atom-Processor-Z3460-1M-Cache-up-to-1_60-GHz,,,,,0
1904,02:34.7,02:34.7,9,22,,182,,2,2,,i5-4360U,01/01/2014,1500,3000,2,2,15,http://ark.intel.com/products/75034/Intel-Core-i5-4360U-Processor-3M-Cache-up-to-3_00-GHz,,,,,
1906,02:34.7,02:34.7,9,1,,64,,2,2,,E7-2850 v2,01/01/2014,2300,2800,2,12,105,http://ark.intel.com/products/75239/Intel-Xeon-Processor-E7-2850-v2-24M-Cache-2_30-GHz,,,,,
1907,02:34.8,02:34.8,9,1,,64,,2,2,,E7-2870 v2,01/01/2014,2300,2900,2,15,130,http://ark.intel.com/products/75240/Intel-Xeon-Processor-E7-2870-v2-30M-Cache-2_30-GHz,,,,,
1908,02:34.8,02:34.8,9,1,,64,,2,2,,E7-2880 v2,01/01/2014,2500,3100,2,15,130,http://ark.intel.com/products/75241/Intel-Xeon-Processor-E7-2880-v2-37_5M-Cache-2_50-GHz,,,,,
1909,02:34.9,02:34.9,9,1,,64,,2,2,,E7-2890 v2,01/01/2014,2800,3400,2,15,155,http://ark.intel.com/products/75242/Intel-Xeon-Processor-E7-2890-v2-37_5M-Cache-2_80-GHz,,,,,
1910,02:34.9,02:34.9,9,1,,64,,2,2,,E7-4809 v2,01/01/2014,1900,,2,6,105,http://ark.intel.com/products/75245/Intel-Xeon-Processor-E7-4809-v2-12M-Cache-1_90-GHz,,,,,
1911,02:34.9,02:34.9,9,1,,64,,2,2,,E7-4820 v2,01/01/2014,2000,2500,2,8,105,http://ark.intel.com/products/75246/Intel-Xeon-Processor-E7-4820-v2-16M-Cache-2_00-GHz,,,,,
1912,02:34.9,02:34.9,9,1,,64,,2,2,,E7-4830 v2,01/01/2014,2200,2700,2,10,105,http://ark.intel.com/products/75247/Intel-Xeon-Processor-E7-4830-v2-20M-Cache-2_20-GHz,,,,,
1913,02:35.0,02:35.0,9,1,,64,,2,2,,E7-4850 v2,01/01/2014,2300,2800,2,12,105,http://ark.intel.com/products/75248/Intel-Xeon-Processor-E7-4850-v2-24M-Cache-2_30-GHz,,,,,
1914,02:35.0,02:35.0,9,1,,64,,2,2,,E7-4860 v2,01/01/2014,2600,3200,2,12,130,http://ark.intel.com/products/75249/Intel-Xeon-Processor-E7-4860-v2-30M-Cache-2_60-GHz,,,,,
1915,02:35.0,02:35.0,9,1,,64,,2,2,,E7-4870 v2,01/01/2014,2300,2900,2,15,130,http://ark.intel.com/products/75250/Intel-Xeon-Processor-E7-4870-v2-30M-Cache-2_30-GHz,,,,,
1916,02:35.0,02:35.0,9,1,,64,,2,2,,E7-4890 v2,01/01/2014,2800,3400,2,15,155,http://ark.intel.com/products/75251/Intel-Xeon-Processor-E7-4890-v2-37_5M-Cache-2_80-GHz,,,,,
1917,02:35.1,02:35.1,9,1,,64,,2,2,,E7-8850 v2,01/01/2014,2300,2800,2,12,105,http://ark.intel.com/products/75253/Intel-Xeon-Processor-E7-8850-v2-24M-Cache-2_30-GHz,,,,,
1918,02:35.1,02:35.1,9,1,,64,,2,2,,E7-8857 v2,01/01/2014,3000,3600,1,12,130,http://ark.intel.com/products/75254/Intel-Xeon-Processor-E7-8857-v2-30M-Cache-3_00-GHz,,,,,
1919,02:35.1,02:35.1,9,1,,64,,2,2,,E7-8870 v2,01/01/2014,2300,2900,2,15,130,http://ark.intel.com/products/75255/Intel-Xeon-Processor-E7-8870-v2-30M-Cache-2_30-GHz,,,,,
1920,02:35.2,02:35.2,9,1,,64,,2,2,,E7-8880L v2,01/01/2014,2200,2800,2,15,105,http://ark.intel.com/products/75256/Intel-Xeon-Processor-E7-8880L-v2-37_5M-Cache-2_20-GHz,,,,,
1921,02:35.2,02:35.2,9,1,,64,,2,2,,E7-8880 v2,01/01/2014,2500,3100,2,15,130,http://ark.intel.com/products/75257/Intel-Xeon-Processor-E7-8880-v2-37_5M-Cache-2_50-GHz,,,,,
1922,02:35.2,02:35.2,9,1,,64,,2,2,,E7-8890 v2,01/01/2014,2800,3400,2,15,155,http://ark.intel.com/products/75258/Intel-Xeon-Processor-E7-8890-v2-37_5M-Cache-2_80-GHz,,,,,
1923,02:35.2,02:35.2,9,1,,64,,2,2,,E7-8891 v2,01/01/2014,3200,3700,2,10,155,http://ark.intel.com/products/75259/Intel-Xeon-Processor-E7-8891-v2-37_5M-Cache-3_20-GHz,,,,,
1924,02:35.3,02:35.3,9,1,,64,,2,2,,E7-8893 v2,01/01/2014,3400,3700,2,6,155,http://ark.intel.com/products/75260/Intel-Xeon-Processor-E7-8893-v2-37_5M-Cache-3_40-GHz,,,,,
1925,02:35.3,02:35.3,9,1,,198,,2,2,,E5-2440 v2,01/01/2014,1900,2400,2,8,95,http://ark.intel.com/products/75263/Intel-Xeon-Processor-E5-2440-v2-20M-Cache-1_90-GHz,,,,0.65,1.3
1926,02:35.3,02:35.3,9,1,,198,,2,2,,E5-2450L v2,01/01/2014,1700,2100,2,10,60,http://ark.intel.com/products/75265/Intel-Xeon-Processor-E5-2450L-v2-25M-Cache-1_70-GHz,,,,0.65,1.3
1927,02:35.4,02:35.4,9,1,,198,,2,2,,E5-2470 v2,01/01/2014,2400,3200,2,10,95,http://ark.intel.com/products/75266/Intel-Xeon-Processor-E5-2470-v2-25M-Cache-2_40-GHz,,,,0.65,1.3
1937,02:35.7,02:35.7,9,1,,199,,2,2,,E5-4610 v2,01/01/2014,2300,2700,2,8,95,http://ark.intel.com/products/75285/Intel-Xeon-Processor-E5-4610-v2-16M-Cache-2_30-GHz,,,,0.65,1.3
1938,02:35.8,02:35.8,9,1,,199,,2,2,,E5-4620 v2,01/01/2014,2600,3000,2,8,95,http://ark.intel.com/products/75286/Intel-Xeon-Processor-E5-4620-v2-20M-Cache-2_60-GHz,,,,0.65,1.3
1939,02:35.8,02:35.8,9,1,,199,,2,2,,E5-4627 v2,01/01/2014,3300,3600,1,8,130,http://ark.intel.com/products/75287/Intel-Xeon-Processor-E5-4627-v2-16M-Cache-3_30-GHz,,,,0.65,1.3
1940,02:35.8,02:35.8,9,1,,199,,2,2,,E5-4640 v2,01/01/2014,2200,2700,2,10,95,http://ark.intel.com/products/75288/Intel-Xeon-Processor-E5-4640-v2-20M-Cache-2_20-GHz,,,,0.65,1.3
1941,02:35.8,02:35.8,9,1,,199,,2,2,,E5-4650 v2,01/01/2014,2400,2900,2,10,95,http://ark.intel.com/products/75289/Intel-Xeon-Processor-E5-4650-v2-25M-Cache-2_40-GHz,,,,0.65,1.3
1942,02:35.9,02:35.9,9,1,,199,,2,2,,E5-4657L v2,01/01/2014,2400,2900,2,12,115,http://ark.intel.com/products/75290/Intel-Xeon-Processor-E5-4657L-v2-30M-Cache-2_40-GHz,,,,0.65,1.3
1943,02:35.9,02:35.9,9,1,,64,,2,2,,E7-4880 v2,01/01/2014,2500,3100,2,15,130,http://ark.intel.com/products/75773/Intel-Xeon-Processor-E7-4880-v2-37_5M-Cache-2_50-GHz,,,,,
1944,02:35.9,02:35.9,9,191,,198,,23,2,,E5-1410 v2,01/01/2014,2800,3200,2,4,80,http://ark.intel.com/products/75777/Intel-Xeon-Processor-E5-1410-v2-10M-Cache-2_80-GHz,,,,0.65,1.3
1948,02:36.0,02:36.0,9,1,,198,,2,2,,E5-2407 v2,01/01/2014,2400,2400,1,4,80,http://ark.intel.com/products/75782/Intel-Xeon-Processor-E5-2407-v2-10M-Cache-2_40-GHz,,,,0.65,1.3
1949,02:36.1,02:36.1,9,1,,198,,2,2,,E5-2420 v2,01/01/2014,2200,2700,2,6,80,http://ark.intel.com/products/75784/Intel-Xeon-Processor-E5-2420-v2-15M-Cache-2_20-GHz,,,,0.65,1.3
1950,02:36.1,02:36.1,9,1,,198,,2,2,,E5-2430L v2,01/01/2014,2400,2800,2,6,60,http://ark.intel.com/products/75786/Intel-Xeon-Processor-E5-2430L-v2-15M-Cache-2_40-GHz,,,,0.65,1.3
1954,02:36.2,02:36.2,9,1,,199,,2,2,,E5-4603 v2,01/01/2014,2200,2200,2,4,95,http://ark.intel.com/products/75793/Intel-Xeon-Processor-E5-4603-v2-10M-Cache-2_20-GHz,,,,0.65,1.3
1955,02:36.2,02:36.2,9,1,,199,,2,2,,E5-4607 v2,01/01/2014,2600,2600,2,6,95,http://ark.intel.com/products/75794/Intel-Xeon-Processor-E5-4607-v2-15M-Cache-2_60-GHz,,,,0.65,1.3
1956,02:36.2,02:36.2,9,1,,198,,2,2,,E5-2403 v2,01/01/2014,1800,1800,1,4,80,http://ark.intel.com/products/75975/Intel-Xeon-Processor-E5-2403-v2-10M-Cache-1_80-GHz,,,,0.65,1.3
1957,02:36.3,02:36.3,9,20,,191,,2,2,,i7-4860HQ,01/01/2014,2400,3600,2,4,47,http://ark.intel.com/products/76089/Intel-Core-i7-4860HQ-Processor-6M-Cache-up-to-3_60-GHz,,,,,
1975,02:36.8,02:36.8,9,191,,198,,2,2,,1403 v2,01/01/2014,2600,,1,2,80,http://ark.intel.com/products/77919/Intel-Pentium-Processor-1403-v2-6M-Cache-2_60-GHz,,,,0.65,1.3
1982,02:37.0,02:37.0,9,20,,182,,2,2,,i7-4810MQ,01/01/2014,2800,3800,2,4,47,http://ark.intel.com/products/78937/Intel-Core-i7-4810MQ-Processor-6M-Cache-up-to-3_80-GHz,,,,,
1983,02:37.1,02:37.1,9,20,,182,,2,2,,i7-4910MQ,01/01/2014,2900,3900,2,4,47,http://ark.intel.com/products/78939/Intel-Core-i7-4910MQ-Processor-8M-Cache-up-to-3_90-GHz,,,,,
1984,02:37.1,02:37.1,9,23,,182,,2,2,,i7-4940MX,01/01/2014,3100,4000,2,4,57,http://ark.intel.com/products/78940/Intel-Core-i7-4940MX-Processor-Extreme-Edition-8M-Cache-up-to-4_00-GHz,,,,,
1986,02:37.2,02:37.2,9,191,,64,,2,2,,E7-8895 v2,01/01/2014,2800,3600,2,15,155,http://ark.intel.com/products/79209/Intel-Xeon-Processor-E7-8895-v2-37_5M-Cache-2_80-GHz,,,,,
1990,02:37.3,02:37.3,9,18,,192,,1,2,,Z3795,01/01/2014,1590,,1,4,,http://ark.intel.com/products/80267/Intel-Atom-Processor-Z3795-2M-Cache-up-to-2_39-GHz,,,,,
1991,02:37.3,02:37.3,9,18,,192,,1,2,,Z3775,01/01/2014,1460,,1,4,,http://ark.intel.com/products/80268/Intel-Atom-Processor-Z3775-2M-Cache-up-to-2_39-GHz,,,,,
1992,02:37.3,02:37.3,9,18,,192,,1,2,,Z3775D,01/01/2014,1490,,1,4,,http://ark.intel.com/products/80269/Intel-Atom-Processor-Z3775D-2M-Cache-up-to-2_41-GHz,,,,,
1993,02:37.4,02:37.4,9,18,,192,,1,2,,Z3745,01/01/2014,1330,,1,4,,http://ark.intel.com/products/80270/Intel-Atom-Processor-Z3745-2M-Cache-up-to-1_86-GHz,,,,,
1994,02:37.4,02:37.4,9,18,,192,,1,2,,Z3745D,01/01/2014,1330,,1,4,,http://ark.intel.com/products/80271/Intel-Atom-Processor-Z3745D-2M-Cache-up-to-1_83-GHz,,,,,
1995,02:37.5,02:37.5,9,18,,192,,1,2,,Z3735D,01/01/2014,1330,,1,4,,http://ark.intel.com/products/80272/Intel-Atom-Processor-Z3735D-2M-Cache-up-to-1_83-GHz,,,,,
1996,02:37.5,02:37.5,9,18,,192,,1,2,,Z3735E,01/01/2014,1330,,1,4,,http://ark.intel.com/products/80273/Intel-Atom-Processor-Z3735E-2M-Cache-up-to-1_83-GHz,,,,,
1997,02:37.5,02:37.5,9,18,,192,,1,2,,Z3735F,01/01/2014,1330,,1,4,,http://ark.intel.com/products/80274/Intel-Atom-Processor-Z3735F-2M-Cache-up-to-1_83-GHz,,,,,
1998,02:37.5,02:37.5,9,18,,192,,1,2,,Z3735G,01/01/2014,1330,,1,4,,http://ark.intel.com/products/80275/Intel-Atom-Processor-Z3735G-2M-Cache-up-to-1_83-GHz,,,,,
1999,02:37.6,02:37.6,9,186,,190,,139,2,,7120D,01/01/2014,1238,1333,1,61,270,http://ark.intel.com/products/80310/Intel-Xeon-Phi-Coprocessor-7120D-16GB-1_238-GHz-61-core,,,,,
2000,02:37.6,02:37.6,9,22,,182,,2,2,,i5-4310U,01/01/2014,2000,3000,2,2,15,http://ark.intel.com/products/80343/Intel-Core-i5-4310U-Processor-3M-Cache-up-to-3_00-GHz,,,,,
2001,02:37.6,02:37.6,9,22,,182,,2,2,,i5-4340M,01/01/2014,2900,3600,2,2,37,http://ark.intel.com/products/80344/Intel-Core-i5-4340M-Processor-3M-Cache-up-to-3_60-GHz,,,,,
2002,02:37.7,02:37.7,9,20,,182,,2,2,,i7-4610M,01/01/2014,3000,3700,2,2,37,http://ark.intel.com/products/80345/Intel-Core-i7-4610M-Processor-4M-Cache-up-to-3_70-GHz,,,,,
2003,02:37.7,02:37.7,9,22,,182,,2,2,,i5-4310M,01/01/2014,2700,3400,2,2,37,http://ark.intel.com/products/80373/Intel-Core-i5-4310M-Processor-3M-Cache-up-to-3_40-GHz,,,,,
2051,02:39.2,02:39.2,9,4,,192,,2,2,,N2830,01/01/2014,2160,,1,2,7.5,http://ark.intel.com/products/81071/Intel-Celeron-Processor-N2830-1M-Cache-up-to-2_41-GHz,,,,,
2052,02:39.2,02:39.2,9,14,,192,,2,2,,N3530,01/01/2014,2160,,1,4,7.5,http://ark.intel.com/products/81074/Intel-Pentium-Processor-N3530-2M-Cache-up-to-2_58-GHz,,,,,
1903,02:34.6,02:34.6,9,22,,182,,2,2,,i5-4260U,04/01/2014,1400,2700,2,2,15,http://ark.intel.com/products/75030/Intel-Core-i5-4260U-Processor-3M-Cache-up-to-2_70-GHz,,,,,
1958,02:36.3,02:36.3,9,20,,191,,2,2,,i7-4760HQ,04/01/2014,2100,3300,2,4,47,http://ark.intel.com/products/76090/Intel-Core-i7-4760HQ-Processor-6M-Cache-up-to-3_30-GHz,,,,,
1961,02:36.4,02:36.4,9,1,,182,,2,2,,E3-1275L v3,04/01/2014,2700,3900,2,4,45,http://ark.intel.com/products/76300/Intel-Xeon-Processor-E3-1275L-v3-8M-Cache-2_70-GHz,,,,,
1962,02:36.4,02:36.4,9,24,,182,,2,2,,i3-4110M,04/01/2014,2600,,2,2,37,http://ark.intel.com/products/77483/Intel-Core-i3-4110M-Processor-3M-Cache-2_60-GHz,,,,,
1963,02:36.4,02:36.4,9,24,,182,,2,2,,i3-4150,04/01/2014,3500,,2,2,54,http://ark.intel.com/products/77486/Intel-Core-i3-4150-Processor-3M-Cache-3_50-GHz,,,,,
1964,02:36.5,02:36.5,9,24,,182,,2,2,,i3-4150T,04/01/2014,3000,,2,2,35,http://ark.intel.com/products/77487/Intel-Core-i3-4150T-Processor-3M-Cache-3_00-GHz,,,,,
1967,02:36.6,02:36.6,9,24,,182,,2,2,,i3-4350,04/01/2014,3600,,2,2,54,http://ark.intel.com/products/77491/Intel-Core-i3-4350-Processor-4M-Cache-3_60-GHz,,,,,
1976,02:36.9,02:36.9,9,22,,182,,2,2,,i5-4460T,04/01/2014,1900,2700,1,4,35,http://ark.intel.com/products/78927/Intel-Core-i5-4460T-Processor-6M-Cache-up-to-2_70-GHz,,,,,
1978,02:36.9,02:36.9,9,20,,182,,2,2,,i7-4710HQ,04/01/2014,2500,3500,2,4,47,http://ark.intel.com/products/78930/Intel-Core-i7-4710HQ-Processor-6M-Cache-up-to-3_50-GHz,,,,,
